AssociationId,BranchId,CityId,SectorId,Is_Active,Is_Deleted,CreatedDate,CreatedBy,ModifiedDate,ModifiedBy,CompanyId
8430,3192,3193,697,1,0,9/13/2024,,,,544
8431,3192,3193,698,1,0,9/13/2024,,,,544
8432,3192,3193,699,1,0,9/13/2024,,,,544
8433,3192,3193,700,1,0,9/13/2024,,,,544
8434,3192,3193,701,1,0,9/13/2024,,,,544
8435,3192,3193,702,1,0,9/13/2024,,,,544
8436,3192,3193,703,1,0,9/13/2024,,,,544
8437,3192,3193,704,1,0,9/13/2024,,,,544
8438,3192,3193,705,1,0,9/13/2024,,,,544
8439,3192,3193,706,1,0,9/13/2024,,,,544
8440,3192,3193,707,1,0,9/13/2024,,,,544
8441,3192,3193,709,1,0,9/13/2024,,,,544
8442,3192,3193,710,1,0,9/13/2024,,,,544
8443,3192,3193,711,1,0,9/13/2024,,,,544
8444,3192,3193,746,1,0,9/13/2024,,,,544
8445,3192,3193,787,1,0,9/13/2024,,,,544
8446,3192,3193,847,1,0,9/13/2024,,,,544
8447,3192,3193,861,1,0,9/13/2024,,,,544
8448,3192,3193,864,1,0,9/13/2024,,,,544
8449,3192,3193,869,1,0,9/13/2024,,,,544
8450,3192,3193,881,1,0,9/13/2024,,,,544
8451,3192,3193,885,1,0,9/13/2024,,,,544
8452,3192,3193,894,1,0,9/13/2024,,,,544
8453,3192,3193,897,1,0,9/13/2024,,,,544
8454,3192,3193,901,1,0,9/13/2024,,,,544
8455,3192,3193,902,1,0,9/13/2024,,,,544
8456,3192,3193,905,1,0,9/13/2024,,,,544
8457,3192,3193,913,1,0,9/13/2024,,,,544
8458,3192,3193,919,1,0,9/13/2024,,,,544
8459,3192,3193,924,1,0,9/13/2024,,,,544
8460,3192,3193,929,1,0,9/13/2024,,,,544
8461,3192,3193,935,1,0,9/13/2024,,,,544
8462,3192,3193,940,1,0,9/13/2024,,,,544
8463,3192,3193,944,1,0,9/13/2024,,,,544
8464,3192,3193,946,1,0,9/13/2024,,,,544
8465,3192,3193,962,1,0,9/13/2024,,,,544
8466,3192,3193,965,1,0,9/13/2024,,,,544
8467,3192,3193,974,1,0,9/13/2024,,,,544
8468,3192,3193,1008,1,0,9/13/2024,,,,544
8469,3192,3193,1022,1,0,9/13/2024,,,,544
8470,3192,3193,1026,1,0,9/13/2024,,,,544
8471,3192,3193,1028,1,0,9/13/2024,,,,544
8472,3192,3193,1046,1,0,9/13/2024,,,,544
8473,3192,3193,1052,1,0,9/13/2024,,,,544
8474,3193,3194,681,1,0,9/13/2024,,,,544
8475,3193,3194,682,1,0,9/13/2024,,,,544
8476,3193,3194,683,1,0,9/13/2024,,,,544
8477,3193,3194,684,1,0,9/13/2024,,,,544
8478,3193,3194,685,1,0,9/13/2024,,,,544
8479,3193,3194,686,1,0,9/13/2024,,,,544
8480,3193,3194,687,1,0,9/13/2024,,,,544
8481,3193,3194,688,1,0,9/13/2024,,,,544
8482,3193,3194,689,1,0,9/13/2024,,,,544
8483,3193,3194,690,1,0,9/13/2024,,,,544
8484,3193,3194,691,1,0,9/13/2024,,,,544
8485,3193,3194,692,1,0,9/13/2024,,,,544
8486,3193,3194,693,1,0,9/13/2024,,,,544
8487,3193,3194,694,1,0,9/13/2024,,,,544
8488,3193,3194,695,1,0,9/13/2024,,,,544
8489,3193,3194,859,1,0,9/13/2024,,,,544
8490,3193,3195,681,1,0,9/13/2024,,,,544
8491,3193,3195,682,1,0,9/13/2024,,,,544
8492,3193,3195,683,1,0,9/13/2024,,,,544
8493,3193,3195,684,1,0,9/13/2024,,,,544
8494,3193,3195,685,1,0,9/13/2024,,,,544
8495,3193,3195,686,1,0,9/13/2024,,,,544
8496,3193,3195,687,1,0,9/13/2024,,,,544
